nodename,cellname,pscrambcode,uarfcndownlink,lon,lat,azimuth
HGCA24,HGCA24C,498,10562,105.70235,105.70235,240
HGCA24,HGCA24D,503,10587,105.70235,105.70235,0
HGCA24,HGCA24E,502,10587,105.70235,105.70235,140
HGCA24,HGCA24F,498,10587,105.70235,105.70235,240
HGCA24,HGCA24G,503,10612,105.70235,105.70235,0
HGCA24,HGCA24H,502,10612,105.70235,105.70235,140
HGCA24,HGCA24I,498,10612,105.70235,105.70235,240
HGCA19,HGCA19D,217,10587,105.57963,105.57963,30
HGCA19,HGCA19E,225,10587,105.57963,105.57963,150
HGCA19,HGCA19F,233,10587,105.57963,105.57963,260
HGCA19,HGCA19G,217,10612,105.57963,105.57963,30
HGCA19,HGCA19H,225,10612,105.57963,105.57963,150
HGCA19,HGCA19I,233,10612,105.57963,105.57963,260
HGPH50,HGPH50A,240,10562,105.70107,105.70107,30
HGPH50,HGPH50B,211,10562,105.70107,105.70107,150
HGPH50,HGPH50C,203,10562,105.70107,105.70107,270
HGPH50,HGPH50D,240,10587,105.70107,105.70107,30
HGPH50,HGPH50E,211,10587,105.70107,105.70107,150
HGPH50,HGPH50F,203,10587,105.70107,105.70107,270
HGPH50,HGPH50G,240,10612,105.70107,105.70107,30
HGPH50,HGPH50H,211,10612,105.70107,105.70107,150
HGPH50,HGPH50I,203,10612,105.70107,105.70107,270
HGPH19,HGPH19A,400,10562,105.69543,105.69543,110
HGPH19,HGPH19B,392,10562,105.69543,105.69543,200
HGPH19,HGPH19C,384,10562,105.69543,105.69543,300
HGPH19,HGPH19D,400,10587,105.69543,105.69543,110
HGPH19,HGPH19E,392,10587,105.69543,105.69543,200
HGPH19,HGPH19F,384,10587,105.69543,105.69543,300
HGPH19,HGPH19G,400,10612,105.69543,105.69543,110
HGPH19,HGPH19H,392,10612,105.69543,105.69543,200
HGPH19,HGPH19I,384,10612,105.69543,105.69543,300
HGPH59,HGPH59D,54,10587,105.687382,105.687382,50
HGPH59,HGPH59E,70,10587,105.687382,105.687382,130
HGPH59,HGPH59F,62,10587,105.687382,105.687382,230
HGPH59,HGPH59G,54,10612,105.687382,105.687382,50
HGPH59,HGPH59H,70,10612,105.687382,105.687382,130
HGPH59,HGPH59I,62,10612,105.687382,105.687382,230
HGPH23,HGPH23D,61,10587,105.6821,105.6821,20
HGPH23,HGPH23E,69,10587,105.6821,105.6821,150
HGPH23,HGPH23F,53,10587,105.6821,105.6821,320
HGPH23,HGPH23G,61,10612,105.6821,105.6821,20
HGPH23,HGPH23H,69,10612,105.6821,105.6821,150
HGPH23,HGPH23I,53,10612,105.6821,105.6821,320
HGCA23,HGCA23A,509,10562,105.67149,105.67149,90
HGCA23,HGCA23B,511,10562,105.67149,105.67149,170
HGCA23,HGCA23C,506,10562,105.67149,105.67149,270
HGCA23,HGCA23D,509,10587,105.67149,105.67149,90
HGCA23,HGCA23E,511,10587,105.67149,105.67149,170
HGCA23,HGCA23F,506,10587,105.67149,105.67149,270
HGCA23,HGCA23G,509,10612,105.67149,105.67149,90
HGCA23,HGCA23H,511,10612,105.67149,105.67149,170
HGCA23,HGCA23I,506,10612,105.67149,105.67149,270
HGPH54,HGPH54A,65,10562,105.67082,105.67082,80
HGPH54,HGPH54B,57,10562,105.67082,105.67082,260
HGPH54,HGPH54C,49,10562,105.67082,105.67082,350
HGPH54,HGPH54D,65,10587,105.67082,105.67082,80
HGPH54,HGPH54E,57,10587,105.67082,105.67082,260
HGPH54,HGPH54F,49,10587,105.67082,105.67082,350
HGPH54,HGPH54G,65,10612,105.67082,105.67082,80
HGPH54,HGPH54H,57,10612,105.67082,105.67082,260
HGPH54,HGPH54I,49,10612,105.67082,105.67082,350
HGCA06,HGCA06B,299,10562,105.66645,105.66645,140
HGCA06,HGCA06C,291,10562,105.66645,105.66645,260
HGCA06,HGCA06D,307,10587,105.66645,105.66645,40
HGCA06,HGCA06E,299,10587,105.66645,105.66645,140
HGCA06,HGCA06F,291,10587,105.66645,105.66645,260
HGCA06,HGCA06G,307,10612,105.66645,105.66645,40
HGCA06,HGCA06H,299,10612,105.66645,105.66645,140
HGCA06,HGCA06I,291,10612,105.66645,105.66645,260
HGPH61,HGPH61D,161,10587,105.6491,105.6491,30
HGPH61,HGPH61E,165,10587,105.6491,105.6491,150
HGPH61,HGPH61F,157,10587,105.6491,105.6491,270
HGPH61,HGPH61G,161,10612,105.6491,105.6491,30
HGPH61,HGPH61H,165,10612,105.6491,105.6491,150
HGPH61,HGPH61I,157,10612,105.6491,105.6491,270
HGLY19,HGLY19D,241,10587,105.63775,105.63775,50
HGLY19,HGLY19E,67,10587,105.63775,105.63775,250
HGLY19,HGLY19F,247,10587,105.63775,105.63775,310
HGLY19,HGLY19G,241,10612,105.63775,105.63775,50
HGLY19,HGLY19H,67,10612,105.63775,105.63775,250
HGLY19,HGLY19I,247,10612,105.63775,105.63775,310
HGPH49,HGPH49A,93,10562,105.63735,105.63735,120
HGPH49,HGPH49B,85,10562,105.63735,105.63735,240
HGPH49,HGPH49C,77,10562,105.63735,105.63735,310
HGPH49,HGPH49D,93,10587,105.63735,105.63735,120
HGPH49,HGPH49E,85,10587,105.63735,105.63735,240
HGPH49,HGPH49F,77,10587,105.63735,105.63735,310
HGPH49,HGPH49G,93,10612,105.63735,105.63735,120
HGPH49,HGPH49H,85,10612,105.63735,105.63735,240
HGPH49,HGPH49I,77,10612,105.63735,105.63735,310
HGCA26,HGCA26A,171,10562,105.728945,105.728945,60
HGCA26,HGCA26B,179,10562,105.728945,105.728945,250
HGCA26,HGCA26C,187,10562,105.728945,105.728945,340
HGCA26,HGCA26D,171,10587,105.728945,105.728945,60
HGCA26,HGCA26E,179,10587,105.728945,105.728945,250
HGCA26,HGCA26F,187,10587,105.728945,105.728945,340
HGCA26,HGCA26G,171,10612,105.728945,105.728945,60
HGCA26,HGCA26H,179,10612,105.728945,105.728945,250
HGCA26,HGCA26I,187,10612,105.728945,105.728945,340
HGPH36,HGPH36D,261,10587,105.63321,105.63321,60
HGPH36,HGPH36E,253,10587,105.63321,105.63321,230
HGPH36,HGPH36F,245,10587,105.63321,105.63321,340
HGPH36,HGPH36G,261,10612,105.63321,105.63321,60
HGPH36,HGPH36H,253,10612,105.63321,105.63321,230
HGPH36,HGPH36I,245,10612,105.63321,105.63321,340
HGCA20,HGCA20A,259,10562,105.62695,105.62695,0
HGCA20,HGCA20B,260,10562,105.62695,105.62695,90
HGCA20,HGCA20C,252,10562,105.62695,105.62695,280
HGCA20,HGCA20D,259,10587,105.62695,105.62695,0
HGCA20,HGCA20E,260,10587,105.62695,105.62695,90
HGCA20,HGCA20F,252,10587,105.62695,105.62695,280
HGCA20,HGCA20G,259,10612,105.62695,105.62695,0
HGCA20,HGCA20H,260,10612,105.62695,105.62695,90
HGCA20,HGCA20I,252,10612,105.62695,105.62695,280
HGLY21,HGLY21A,210,10562,105.61693,105.61693,0
HGLY21,HGLY21B,0,10562,105.61693,105.61693,180
HGLY21,HGLY21C,66,10562,105.61693,105.61693,270
HGLY21,HGLY21D,210,10587,105.61693,105.61693,0
HGLY21,HGLY21E,0,10587,105.61693,105.61693,180
HGLY21,HGLY21F,66,10587,105.61693,105.61693,270
HGLY21,HGLY21G,210,10612,105.61693,105.61693,0
HGLY21,HGLY21H,0,10612,105.61693,105.61693,180
HGLY21,HGLY21I,66,10612,105.61693,105.61693,270
HGCA22,HGCA22A,46,10562,105.613906,105.613906,40
HGCA22,HGCA22B,38,10562,105.613906,105.613906,120
HGCA22,HGCA22C,30,10562,105.613906,105.613906,220
HGCA22,HGCA22D,46,10587,105.613906,105.613906,40
HGCA22,HGCA22E,38,10587,105.613906,105.613906,120
HGCA22,HGCA22F,30,10587,105.613906,105.613906,220
HGCA22,HGCA22G,46,10612,105.613906,105.613906,40
HGCA22,HGCA22H,38,10612,105.613906,105.613906,120
HGCA22,HGCA22I,30,10612,105.613906,105.613906,220
HGCA21,HGCA21B,347,10562,105.5955,105.5955,140
HGCA21,HGCA21C,339,10562,105.5955,105.5955,260
HGCA21,HGCA21D,355,10587,105.5955,105.5955,40
HGCA21,HGCA21E,347,10587,105.5955,105.5955,140
HGCA21,HGCA21F,339,10587,105.5955,105.5955,260
HGCA21,HGCA21G,355,10612,105.5955,105.5955,40
HGCA21,HGCA21H,347,10612,105.5955,105.5955,140
HGCA21,HGCA21I,339,10612,105.5955,105.5955,260
HGLY42,HGLY42A,365,10562,105.59516,105.59516,40
HGLY42,HGLY42B,373,10562,105.59516,105.59516,150
HGLY42,HGLY42C,381,10562,105.59516,105.59516,270
HGLY42,HGLY42D,365,10587,105.59516,105.59516,40
HGLY42,HGLY42E,373,10587,105.59516,105.59516,150
HGLY42,HGLY42F,381,10587,105.59516,105.59516,270
HGLY42,HGLY42G,365,10612,105.59516,105.59516,40
HGLY42,HGLY42H,373,10612,105.59516,105.59516,150
HGLY42,HGLY42I,381,10612,105.59516,105.59516,270
HGVY13,HGVY13A,94,10562,105.59304,105.59304,40
HGVY13,HGVY13B,86,10562,105.59304,105.59304,130
HGVY13,HGVY13C,78,10562,105.59304,105.59304,240
HGVY13,HGVY13D,94,10587,105.59304,105.59304,40
HGVY13,HGVY13E,86,10587,105.59304,105.59304,130
HGVY13,HGVY13F,78,10587,105.59304,105.59304,240
HGVY13,HGVY13G,94,10612,105.59304,105.59304,40
HGVY13,HGVY13H,86,10612,105.59304,105.59304,130
HGVY13,HGVY13I,78,10612,105.59304,105.59304,240
HGCA13,HGCA13A,256,10562,105.58501,105.58501,20
HGCA13,HGCA13B,248,10562,105.58501,105.58501,140
HGCA13,HGCA13C,240,10562,105.58501,105.58501,300
HGCA13,HGCA13D,256,10587,105.58501,105.58501,20
HGCA13,HGCA13E,248,10587,105.58501,105.58501,140
HGCA13,HGCA13F,240,10587,105.58501,105.58501,300
HGCA13,HGCA13G,256,10612,105.58501,105.58501,20
HGCA13,HGCA13H,248,10612,105.58501,105.58501,140
HGCA13,HGCA13I,240,10612,105.58501,105.58501,300
HGVY17,HGVY17D,16,10587,105.57651,105.57651,60
HGVY17,HGVY17E,6,10587,105.57651,105.57651,210
HGVY17,HGVY17F,0,10587,105.57651,105.57651,310
HGVY17,HGVY17G,16,10612,105.57651,105.57651,60
HGVY17,HGVY17H,6,10612,105.57651,105.57651,210
HGVY17,HGVY17I,0,10612,105.57651,105.57651,310
HGCA25,HGCA25A,187,10562,105.57381,105.57381,30
HGCA25,HGCA25B,179,10562,105.57381,105.57381,120
HGCA25,HGCA25C,171,10562,105.57381,105.57381,240
HGCA25,HGCA25D,187,10587,105.57381,105.57381,30
HGCA25,HGCA25E,179,10587,105.57381,105.57381,120
HGCA25,HGCA25F,171,10587,105.57381,105.57381,240
HGCA25,HGCA25G,187,10612,105.57381,105.57381,30
HGCA25,HGCA25H,179,10612,105.57381,105.57381,120
HGCA25,HGCA25I,171,10612,105.57381,105.57381,240
HGCT01,HGCT01B,14,10562,105.79167,105.79167,110
HGCT01,HGCT01C,22,10562,105.79167,105.79167,280
HGCT01,HGCT01D,6,10587,105.79167,105.79167,20
HGCT01,HGCT01E,14,10587,105.79167,105.79167,110
HGCT01,HGCT01F,22,10587,105.79167,105.79167,280
HGCT01,HGCT01G,6,10612,105.79167,105.79167,20
HGCT01,HGCT01H,14,10612,105.79167,105.79167,110
HGCT01,HGCT01I,22,10612,105.79167,105.79167,280
HGLY31,HGLY31D,389,10587,105.5698832,105.5698832,30
HGLY31,HGLY31E,397,10587,105.5698832,105.5698832,150
HGLY31,HGLY31F,405,10587,105.5698832,105.5698832,270
HGLY31,HGLY31G,389,10612,105.5698832,105.5698832,30
HGLY31,HGLY31H,397,10612,105.5698832,105.5698832,150
HGLY31,HGLY31I,405,10612,105.5698832,105.5698832,270
HGVY23,HGVY23D,262,10587,105.56633,105.56633,20
HGVY23,HGVY23E,254,10587,105.56633,105.56633,140
HGVY23,HGVY23F,246,10587,105.56633,105.56633,270
HGVY23,HGVY23G,262,10612,105.56633,105.56633,20
HGVY23,HGVY23H,254,10612,105.56633,105.56633,140
HGVY23,HGVY23I,246,10612,105.56633,105.56633,270
HGCA10,HGCA10A,309,10562,105.55771,105.55771,60
HGCA10,HGCA10B,301,10562,105.55771,105.55771,130
HGCA10,HGCA10C,293,10562,105.55771,105.55771,310
HGCA10,HGCA10D,309,10587,105.55771,105.55771,60
HGCA10,HGCA10E,301,10587,105.55771,105.55771,130
HGCA10,HGCA10F,293,10587,105.55771,105.55771,310
HGCA10,HGCA10G,309,10612,105.55771,105.55771,60
HGCA10,HGCA10H,301,10612,105.55771,105.55771,130
HGCA10,HGCA10I,293,10612,105.55771,105.55771,310
HGLY30,HGLY30D,71,10587,105.55499,105.55499,30
HGLY30,HGLY30E,242,10587,105.55499,105.55499,180
HGLY30,HGLY30F,239,10587,105.55499,105.55499,270
HGLY30,HGLY30G,71,10612,105.55499,105.55499,30
HGLY30,HGLY30H,242,10612,105.55499,105.55499,180
HGLY30,HGLY30I,239,10612,105.55499,105.55499,270
HGVY14,HGVY14D,304,10587,105.55072,105.55072,120
HGVY14,HGVY14E,296,10587,105.55072,105.55072,240
HGVY14,HGVY14F,288,10587,105.55072,105.55072,310
HGVY14,HGVY14G,304,10612,105.55072,105.55072,120
HGVY14,HGVY14H,296,10612,105.55072,105.55072,240
HGVY14,HGVY14I,288,10612,105.55072,105.55072,310
HGLM44,HGLM44D,212,10587,105.54792,105.54792,0
HGLM44,HGLM44E,3,10587,105.54792,105.54792,100
HGLM44,HGLM44F,262,10587,105.54792,105.54792,270
HGLM44,HGLM44G,212,10612,105.54792,105.54792,0
HGLM44,HGLM44H,3,10612,105.54792,105.54792,100
HGLM44,HGLM44I,262,10612,105.54792,105.54792,270
HGVY28,HGVY28B,295,10562,105.51776,105.51776,130
HGVY28,HGVY28C,263,10562,105.51776,105.51776,320
HGVY28,HGVY28D,311,10587,105.51776,105.51776,20
HGVY28,HGVY28E,295,10587,105.51776,105.51776,130
HGVY28,HGVY28F,263,10587,105.51776,105.51776,320
HGVY28,HGVY28G,311,10612,105.51776,105.51776,20
HGVY28,HGVY28H,295,10612,105.51776,105.51776,130
HGVY28,HGVY28I,263,10612,105.51776,105.51776,320
HGLM25,HGLM25D,7,10587,105.51165,105.51165,80
HGLM25,HGLM25E,215,10587,105.51165,105.51165,210
HGLM25,HGLM25F,258,10587,105.51165,105.51165,350
HGLM25,HGLM25G,7,10612,105.51165,105.51165,80
HGLM25,HGLM25H,215,10612,105.51165,105.51165,210
HGLM25,HGLM25I,258,10612,105.51165,105.51165,350
HGVY22,HGVY22M,386,10587,105.489314,105.489314,#REF!
HGVY22,HGVY22P,386,10612,105.489314,105.489314,#REF!
HGVY22,HGVY22D,257,10587,105.489314,105.489314,40
HGVY22,HGVY22E,241,10587,105.489314,105.489314,140
HGVY22,HGVY22F,249,10587,105.489314,105.489314,260
HGVY22,HGVY22G,257,10612,105.489314,105.489314,40
HGVY22,HGVY22H,241,10612,105.489314,105.489314,140
HGVY22,HGVY22I,249,10612,105.489314,105.489314,260
HGVT34,HGVT34D,255,10587,105.48022,105.48022,20
HGVT34,HGVT34E,247,10587,105.48022,105.48022,140
HGVT34,HGVT34F,214,10587,105.48022,105.48022,270
HGVT34,HGVT34G,255,10612,105.48022,105.48022,20
HGVT34,HGVT34H,247,10612,105.48022,105.48022,140
HGVT34,HGVT34I,214,10612,105.48022,105.48022,270
HGCT02,HGCT02D,30,10587,105.82132,105.82132,40
HGCT02,HGCT02E,38,10587,105.82132,105.82132,145
HGCT02,HGCT02F,46,10587,105.82132,105.82132,250
HGCT02,HGCT02G,30,10612,105.82132,105.82132,40
HGCT02,HGCT02H,38,10612,105.82132,105.82132,145
HGCT02,HGCT02I,46,10612,105.82132,105.82132,250
HGVT21,HGVT21D,208,10587,105.47113,105.47113,80
HGVT21,HGVT21E,70,10587,105.47113,105.47113,160
HGVT21,HGVT21F,62,10587,105.47113,105.47113,250
HGVT21,HGVT21G,208,10612,105.47113,105.47113,80
HGVT21,HGVT21H,70,10612,105.47113,105.47113,160
HGVT21,HGVT21I,62,10612,105.47113,105.47113,250
HGVT36,HGVT36D,238,10587,105.47025,105.47025,40
HGVT36,HGVT36E,65,10587,105.47025,105.47025,150
HGVT36,HGVT36F,230,10587,105.47025,105.47025,270
HGVT36,HGVT36G,238,10612,105.47025,105.47025,40
HGVT36,HGVT36H,65,10612,105.47025,105.47025,150
HGVT36,HGVT36I,230,10612,105.47025,105.47025,270
HGVT33,HGVT33D,22,10587,105.43188,105.43188,60
HGVT33,HGVT33E,68,10587,105.43188,105.43188,150
HGVT33,HGVT33F,64,10587,105.43188,105.43188,270
HGVT33,HGVT33G,22,10612,105.43188,105.43188,60
HGVT33,HGVT33H,68,10612,105.43188,105.43188,150
HGVT33,HGVT33I,64,10612,105.43188,105.43188,270
HGLM37,HGLM37D,210,10587,105.4231,105.4231,40
HGLM37,HGLM37E,6,10587,105.4231,105.4231,140
HGLM37,HGLM37F,38,10587,105.4231,105.4231,260
HGLM37,HGLM37G,210,10612,105.4231,105.4231,40
HGLM37,HGLM37H,6,10612,105.4231,105.4231,140
HGLM37,HGLM37I,38,10612,105.4231,105.4231,260
HGLM06,HGLM06D,211,10587,105.4172,105.4172,90
HGLM06,HGLM06E,20,10587,105.4172,105.4172,210
HGLM06,HGLM06F,70,10587,105.4172,105.4172,330
HGLM06,HGLM06G,211,10612,105.4172,105.4172,90
HGLM06,HGLM06H,20,10612,105.4172,105.4172,210
HGLM06,HGLM06I,70,10612,105.4172,105.4172,330
HGVT13,HGVT13D,23,10587,105.40925,105.40925,30
HGVT13,HGVT13E,14,10587,105.40925,105.40925,150
HGVT13,HGVT13F,15,10587,105.40925,105.40925,270
HGVT13,HGVT13G,23,10612,105.40925,105.40925,30
HGVT13,HGVT13H,14,10612,105.40925,105.40925,150
HGVT13,HGVT13I,15,10612,105.40925,105.40925,270
HGLM32,HGLM32D,12,10587,105.39709,105.39709,90
HGLM32,HGLM32E,46,10587,105.39709,105.39709,210
HGLM32,HGLM32F,47,10587,105.39709,105.39709,280
HGLM32,HGLM32G,12,10612,105.39709,105.39709,90
HGLM32,HGLM32H,46,10612,105.39709,105.39709,210
HGLM32,HGLM32I,47,10612,105.39709,105.39709,280
HGCA27,HGCA27D,473,10587,105.6498,105.6498,60
HGCA27,HGCA27E,475,10587,105.6498,105.6498,140
HGCA27,HGCA27F,477,10587,105.6498,105.6498,280
HGCA27,HGCA27G,473,10612,105.6498,105.6498,60
HGCA27,HGCA27H,475,10612,105.6498,105.6498,140
HGCA27,HGCA27I,477,10612,105.6498,105.6498,280
HGCA28,HGCA28B,466,10562,105.59516,105.59516,120
HGCA28,HGCA28C,470,10562,105.59516,105.59516,250
HGCA28,HGCA28D,22,10587,105.59516,105.59516,20
HGCA28,HGCA28E,466,10587,105.59516,105.59516,120
HGCA28,HGCA28F,470,10587,105.59516,105.59516,250
HGCA28,HGCA28G,22,10612,105.59516,105.59516,20
HGCA28,HGCA28H,466,10612,105.59516,105.59516,120
HGCA28,HGCA28I,470,10612,105.59516,105.59516,250
HGCA29,HGCA29D,468,10587,105.68234,105.68234,30
HGCA29,HGCA29E,471,10587,105.68234,105.68234,120
HGCA29,HGCA29F,464,10587,105.68234,105.68234,310
HGCA29,HGCA29G,468,10612,105.68234,105.68234,30
HGCA29,HGCA29H,471,10612,105.68234,105.68234,120
HGCA29,HGCA29I,464,10612,105.68234,105.68234,310
HGPH14,HGPH14A,122,10562,105.72546,105.72546,70
HGPH14,HGPH14B,130,10562,105.72546,105.72546,160
HGPH14,HGPH14C,138,10562,105.72546,105.72546,250
HGPH14,HGPH14D,122,10587,105.72546,105.72546,70
HGPH14,HGPH14E,130,10587,105.72546,105.72546,160
HGPH14,HGPH14F,138,10587,105.72546,105.72546,250
HGPH14,HGPH14G,122,10612,105.72546,105.72546,70
HGPH14,HGPH14H,130,10612,105.72546,105.72546,160
HGPH14,HGPH14I,138,10612,105.72546,105.72546,250
HGCT03,HGCT03B,155,10562,105.76033,105.76033,120
HGCT03,HGCT03C,163,10562,105.76033,105.76033,240
HGCT03,HGCT03D,147,10587,105.76033,105.76033,0
HGCT03,HGCT03E,155,10587,105.76033,105.76033,120
HGCT03,HGCT03F,163,10587,105.76033,105.76033,240
HGCT03,HGCT03G,147,10612,105.76033,105.76033,0
HGCT03,HGCT03H,155,10612,105.76033,105.76033,120
HGCT03,HGCT03I,163,10612,105.76033,105.76033,240
HGCA30,HGCA30B,316,10562,105.58403,105.58403,120
HGCA30,HGCA30C,324,10562,105.58403,105.58403,300
HGCA30,HGCA30D,332,10587,105.58403,105.58403,20
HGCA30,HGCA30E,316,10587,105.58403,105.58403,120
HGCA30,HGCA30F,324,10587,105.58403,105.58403,300
HGCA30,HGCA30G,332,10612,105.58403,105.58403,20
HGCA30,HGCA30H,316,10612,105.58403,105.58403,120
HGCA30,HGCA30I,324,10612,105.58403,105.58403,300
HGCA33,HGCA33B,37,10562,105.62428,105.62428,120
HGCA33,HGCA33C,29,10562,105.62428,105.62428,250
HGCA33,HGCA33D,45,10587,105.62428,105.62428,40
HGCA33,HGCA33E,37,10587,105.62428,105.62428,120
HGCA33,HGCA33F,29,10587,105.62428,105.62428,250
HGCA33,HGCA33G,45,10612,105.62428,105.62428,40
HGCA33,HGCA33H,37,10612,105.62428,105.62428,120
HGCA33,HGCA33I,29,10612,105.62428,105.62428,250
HGPH63,HGPH63D,251,10587,105.67361,105.67361,150
HGPH63,HGPH63E,244,10587,105.67361,105.67361,230
HGPH63,HGPH63F,243,10587,105.67361,105.67361,330
HGPH63,HGPH63G,251,10612,105.67361,105.67361,150
HGPH63,HGPH63H,244,10612,105.67361,105.67361,230
HGPH63,HGPH63I,243,10612,105.67361,105.67361,330
HGVT37,HGVT37D,212,10587,105.46165,105.46165,30
HGVT37,HGVT37E,222,10587,105.46165,105.46165,120
HGVT37,HGVT37F,216,10587,105.46165,105.46165,270
HGVT37,HGVT37G,212,10612,105.46165,105.46165,30
HGVT37,HGVT37H,222,10612,105.46165,105.46165,120
HGVT37,HGVT37I,216,10612,105.46165,105.46165,270
HGPH09,HGPH09D,491,10587,105.71729,105.71729,15
HGPH09,HGPH09E,495,10587,105.71729,105.71729,210
HGPH09,HGPH09F,494,10587,105.71729,105.71729,280
HGPH09,HGPH09G,491,10612,105.71729,105.71729,15
HGPH09,HGPH09H,495,10612,105.71729,105.71729,210
HGPH09,HGPH09I,494,10612,105.71729,105.71729,280
HGCT25,HGCT25B,302,10562,105.8774,105.8774,250
HGCT25,HGCT25C,310,10562,105.8774,105.8774,320
HGCT25,HGCT25D,294,10587,105.8774,105.8774,90
HGCT25,HGCT25E,302,10587,105.8774,105.8774,250
HGCT25,HGCT25F,310,10587,105.8774,105.8774,320
HGCT25,HGCT25G,294,10612,105.8774,105.8774,90
HGCT25,HGCT25H,302,10612,105.8774,105.8774,250
HGCT25,HGCT25I,310,10612,105.8774,105.8774,320
HGCT04,HGCT04D,54,10587,105.85302,105.85302,30
HGCT04,HGCT04E,62,10587,105.85302,105.85302,170
HGCT04,HGCT04F,70,10587,105.85302,105.85302,280
HGCT04,HGCT04G,54,10612,105.85302,105.85302,30
HGCT04,HGCT04H,62,10612,105.85302,105.85302,170
HGCT04,HGCT04I,70,10612,105.85302,105.85302,280
HGCA36,HGCA36D,367,10587,105.55449,105.55449,30
HGCA36,HGCA36E,375,10587,105.55449,105.55449,130
HGCA36,HGCA36F,383,10587,105.55449,105.55449,300
HGCA36,HGCA36G,367,10612,105.55449,105.55449,30
HGCA36,HGCA36H,375,10612,105.55449,105.55449,130
HGCA36,HGCA36I,383,10612,105.55449,105.55449,300
HGCA37,HGCA37D,327,10587,105.70993,105.70993,70
HGCA37,HGCA37E,319,10587,105.70993,105.70993,190
HGCA37,HGCA37F,335,10587,105.70993,105.70993,250
HGCA37,HGCA37G,327,10612,105.70993,105.70993,70
HGCA37,HGCA37H,319,10612,105.70993,105.70993,190
HGCA37,HGCA37I,335,10612,105.70993,105.70993,250
HGCT26,HGCT26D,414,10587,105.845973,105.845973,30
HGCT26,HGCT26E,422,10587,105.845973,105.845973,150
HGCT26,HGCT26F,430,10587,105.845973,105.845973,270
HGCT26,HGCT26G,414,10612,105.845973,105.845973,30
HGCT26,HGCT26H,422,10612,105.845973,105.845973,150
HGCT26,HGCT26I,430,10612,105.845973,105.845973,270
HGNB21,HGNB21D,391,10587,105.79588,105.79588,40
HGNB21,HGNB21E,399,10587,105.79588,105.79588,120
HGNB21,HGNB21F,407,10587,105.79588,105.79588,310
HGNB21,HGNB21G,391,10612,105.79588,105.79588,40
HGNB21,HGNB21H,399,10612,105.79588,105.79588,120
HGNB21,HGNB21I,407,10612,105.79588,105.79588,310
HGNB22,HGNB22D,49,10587,105.85528,105.85528,90
HGNB22,HGNB22E,57,10587,105.85528,105.85528,190
HGNB22,HGNB22F,65,10587,105.85528,105.85528,340
HGNB22,HGNB22G,49,10612,105.85528,105.85528,90
HGNB22,HGNB22H,57,10612,105.85528,105.85528,190
HGNB22,HGNB22I,65,10612,105.85528,105.85528,340
HGPH64,HGPH64D,371,10587,105.69188,105.69188,10
HGPH64,HGPH64E,379,10587,105.69188,105.69188,100
HGPH64,HGPH64F,387,10587,105.69188,105.69188,200
HGPH64,HGPH64G,371,10612,105.69188,105.69188,10
HGPH64,HGPH64H,379,10612,105.69188,105.69188,100
HGPH64,HGPH64I,387,10612,105.69188,105.69188,200
HGPH65,HGPH65D,444,10587,105.66638,105.66638,90
HGPH65,HGPH65E,452,10587,105.66638,105.66638,170
HGPH65,HGPH65F,436,10587,105.66638,105.66638,350
HGPH65,HGPH65G,444,10612,105.66638,105.66638,90
HGPH65,HGPH65H,452,10612,105.66638,105.66638,170
HGPH65,HGPH65I,436,10612,105.66638,105.66638,350
HGPH66,HGPH66D,410,10587,105.73589,105.73589,20
HGPH66,HGPH66E,426,10587,105.73589,105.73589,230
HGPH66,HGPH66F,418,10587,105.73589,105.73589,300
HGPH66,HGPH66G,410,10612,105.73589,105.73589,20
HGPH66,HGPH66H,426,10612,105.73589,105.73589,230
HGPH66,HGPH66I,418,10612,105.73589,105.73589,300
HGLM50,HGLM50D,241,10587,105.42716,105.42716,0
HGLM50,HGLM50E,249,10587,105.42716,105.42716,100
HGLM50,HGLM50F,257,10587,105.42716,105.42716,230
HGLM50,HGLM50G,241,10612,105.42716,105.42716,0
HGLM50,HGLM50H,249,10612,105.42716,105.42716,100
HGLM50,HGLM50I,257,10612,105.42716,105.42716,230
HGLY07,HGLY07D,319,10587,105.57419,105.57419,30
HGLY07,HGLY07E,327,10587,105.57419,105.57419,150
HGLY07,HGLY07F,335,10587,105.57419,105.57419,270
HGLY07,HGLY07G,319,10612,105.57419,105.57419,30
HGLY07,HGLY07H,327,10612,105.57419,105.57419,150
HGLY07,HGLY07I,335,10612,105.57419,105.57419,270
HGCT05,HGCT05B,86,10562,105.87304,105.87304,160
HGCT05,HGCT05C,94,10562,105.87304,105.87304,330
HGCT05,HGCT05D,78,10587,105.87304,105.87304,110
HGCT05,HGCT05E,86,10587,105.87304,105.87304,160
HGCT05,HGCT05F,94,10587,105.87304,105.87304,330
HGCT05,HGCT05G,78,10612,105.87304,105.87304,110
HGCT05,HGCT05H,86,10612,105.87304,105.87304,160
HGCT05,HGCT05I,94,10612,105.87304,105.87304,330
HGVT42,HGVT42D,248,10587,105.46712,105.46712,30
HGVT42,HGVT42E,256,10587,105.46712,105.46712,150
HGVT42,HGVT42F,264,10587,105.46712,105.46712,270
HGVT42,HGVT42G,248,10612,105.46712,105.46712,30
HGVT42,HGVT42H,256,10612,105.46712,105.46712,150
HGVT42,HGVT42I,264,10612,105.46712,105.46712,270
